id,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone
603,0,3,male,44.0,0,0,8.05,S,Third,man,True,,Southampton,no,True
604,1,1,male,35.0,0,0,26.55,C,First,man,True,,Cherbourg,yes,True
605,0,3,male,36.0,1,0,15.55,S,Third,man,True,,Southampton,no,False
606,0,3,male,30.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True
607,1,1,male,27.0,0,0,30.5,S,First,man,True,,Southampton,yes,True
611,0,3,male,,0,0,7.05,S,Third,man,True,,Southampton,no,True
613,0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True
614,0,3,male,35.0,0,0,8.05,S,Third,man,True,,Southampton,no,True
616,0,3,male,34.0,1,1,14.4,S,Third,man,True,,Southampton,no,False
619,0,2,male,26.0,0,0,10.5,S,Second,man,True,,Southampton,no,True
620,0,3,male,27.0,1,0,14.4542,C,Third,man,True,,Cherbourg,no,False
621,1,1,male,42.0,1,0,52.5542,S,First,man,True,D,Southampton,yes,False
622,1,3,male,20.0,1,1,15.7417,C,Third,man,True,,Cherbourg,yes,False
623,0,3,male,21.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True
624,0,3,male,21.0,0,0,16.1,S,Third,man,True,,Southampton,no,True
625,0,1,male,61.0,0,0,32.3208,S,First,man,True,D,Southampton,no,True
626,0,2,male,57.0,0,0,12.35,Q,Second,man,True,,Queenstown,no,True
628,0,3,male,26.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True
629,0,3,male,,0,0,7.7333,Q,Third,man,True,,Queenstown,no,True
630,1,1,male,80.0,0,0,30.0,S,First,man,True,A,Southampton,yes,True
631,0,3,male,51.0,0,0,7.0542,S,Third,man,True,,Southampton,no,True
632,1,1,male,32.0,0,0,30.5,C,First,man,True,B,Cherbourg,yes,True
633,0,1,male,,0,0,0.0,S,First,man,True,,Southampton,no,True
636,0,3,male,32.0,0,0,7.925,S,Third,man,True,,Southampton,no,True
637,0,2,male,31.0,1,1,26.25,S,Second,man,True,,Southampton,no,False
639,0,3,male,,1,0,16.1,S,Third,man,True,,Southampton,no,False
640,0,3,male,20.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True
643,1,3,male,,0,0,56.4958,S,Third,man,True,,Southampton,yes,True
645,1,1,male,48.0,1,0,76.7292,C,First,man,True,D,Cherbourg,yes,False
646,0,3,male,19.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True
647,1,1,male,56.0,0,0,35.5,C,First,man,True,A,Cherbourg,yes,True
648,0,3,male,,0,0,7.55,S,Third,man,True,,Southampton,no,True
650,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True
652,0,3,male,21.0,0,0,8.4333,S,Third,man,True,,Southampton,no,True
655,0,2,male,24.0,2,0,73.5,S,Second,man,True,,Southampton,no,False
656,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True
658,0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
659,0,1,male,58.0,0,2,113.275,C,First,man,True,D,Cherbourg,no,False
660,1,1,male,50.0,2,0,133.65,S,First,man,True,,Southampton,yes,False
661,0,3,male,40.0,0,0,7.225,C,Third,man,True,,Cherbourg,no,True
662,0,1,male,47.0,0,0,25.5875,S,First,man,True,E,Southampton,no,True
663,0,3,male,36.0,0,0,7.4958,S,Third,man,True,,Southampton,no,True
664,1,3,male,20.0,1,0,7.925,S,Third,man,True,,Southampton,yes,False
665,0,2,male,32.0,2,0,73.5,S,Second,man,True,,Southampton,no,False
666,0,2,male,25.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
667,0,3,male,,0,0,7.775,S,Third,man,True,,Southampton,no,True
668,0,3,male,43.0,0,0,8.05,S,Third,man,True,,Southampton,no,True
671,0,1,male,31.0,1,0,52.0,S,First,man,True,B,Southampton,no,False
672,0,2,male,70.0,0,0,10.5,S,Second,man,True,,Southampton,no,True
673,1,2,male,31.0,0,0,13.0,S,Second,man,True,,Southampton,yes,True
674,0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True
675,0,3,male,18.0,0,0,7.775,S,Third,man,True,,Southampton,no,True
676,0,3,male,24.5,0,0,8.05,S,Third,man,True,,Southampton,no,True
679,1,1,male,36.0,0,1,512.3292,C,First,man,True,B,Cherbourg,yes,False
681,1,1,male,27.0,0,0,76.7292,C,First,man,True,D,Cherbourg,yes,True
682,0,3,male,20.0,0,0,9.225,S,Third,man,True,,Southampton,no,True
684,0,2,male,60.0,1,1,39.0,S,Second,man,True,,Southampton,no,False
685,0,2,male,25.0,1,2,41.5792,C,Second,man,True,,Cherbourg,no,False
687,0,3,male,19.0,0,0,10.1708,S,Third,man,True,,Southampton,no,True
688,0,3,male,18.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True
690,1,1,male,31.0,1,0,57.0,S,First,man,True,B,Southampton,yes,False
692,1,3,male,,0,0,56.4958,S,Third,man,True,,Southampton,yes,True
693,0,3,male,25.0,0,0,7.225,C,Third,man,True,,Cherbourg,no,True
694,0,1,male,60.0,0,0,26.55,S,First,man,True,,Southampton,no,True
695,0,2,male,52.0,0,0,13.5,S,Second,man,True,,Southampton,no,True
696,0,3,male,44.0,0,0,8.05,S,Third,man,True,,Southampton,no,True
698,0,1,male,49.0,1,1,110.8833,C,First,man,True,C,Cherbourg,no,False
699,0,3,male,42.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True
701,1,1,male,35.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True
703,0,3,male,25.0,0,0,7.7417,Q,Third,man,True,,Queenstown,no,True
704,0,3,male,26.0,1,0,7.8542,S,Third,man,True,,Southampton,no,False
705,0,2,male,39.0,0,0,26.0,S,Second,man,True,,Southampton,no,True
707,1,1,male,42.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True
709,1,3,male,,1,1,15.2458,C,Third,man,True,,Cherbourg,yes,False
711,0,1,male,,0,0,26.55,S,First,man,True,C,Southampton,no,True
712,1,1,male,48.0,1,0,52.0,S,First,man,True,C,Southampton,yes,False
713,0,3,male,29.0,0,0,9.4833,S,Third,man,True,,Southampton,no,True
714,0,2,male,52.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
715,0,3,male,19.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True
718,0,3,male,,0,0,15.5,Q,Third,man,True,,Queenstown,no,True
719,0,3,male,33.0,0,0,7.775,S,Third,man,True,,Southampton,no,True
721,0,3,male,17.0,1,0,7.0542,S,Third,man,True,,Southampton,no,False
722,0,2,male,34.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
723,0,2,male,50.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
724,1,1,male,27.0,1,0,53.1,S,First,man,True,E,Southampton,yes,False
725,0,3,male,20.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True
728,0,2,male,25.0,1,0,26.0,S,Second,man,True,,Southampton,no,False
732,0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True
733,0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
734,0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
735,0,3,male,28.5,0,0,16.1,S,Third,man,True,,Southampton,no,True
737,1,1,male,35.0,0,0,512.3292,C,First,man,True,B,Cherbourg,yes,True
738,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True
739,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True
740,1,1,male,,0,0,30.0,S,First,man,True,D,Southampton,yes,True
741,0,1,male,36.0,1,0,78.85,S,First,man,True,C,Southampton,no,False
743,0,3,male,24.0,1,0,16.1,S,Third,man,True,,Southampton,no,False
744,1,3,male,31.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True
745,0,1,male,70.0,1,1,71.0,S,First,man,True,B,Southampton,no,False
746,0,3,male,16.0,1,1,20.25,S,Third,man,True,,Southampton,no,False
748,0,1,male,19.0,1,0,53.1,S,First,man,True,D,Southampton,no,False
749,0,3,male,31.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True
752,0,3,male,33.0,0,0,9.5,S,Third,man,True,,Southampton,no,True
753,0,3,male,23.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True
756,0,3,male,28.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True
757,0,2,male,18.0,0,0,11.5,S,Second,man,True,,Southampton,no,True
758,0,3,male,34.0,0,0,8.05,S,Third,man,True,,Southampton,no,True
760,0,3,male,,0,0,14.5,S,Third,man,True,,Southampton,no,True
761,0,3,male,41.0,0,0,7.125,S,Third,man,True,,Southampton,no,True
762,1,3,male,20.0,0,0,7.2292,C,Third,man,True,,Cherbourg,yes,True
764,0,3,male,16.0,0,0,7.775,S,Third,man,True,,Southampton,no,True
766,0,1,male,,0,0,39.6,C,First,man,True,,Cherbourg,no,True
768,0,3,male,,1,0,24.15,Q,Third,man,True,,Queenstown,no,False
769,0,3,male,32.0,0,0,8.3625,S,Third,man,True,,Southampton,no,True
770,0,3,male,24.0,0,0,9.5,S,Third,man,True,,Southampton,no,True
771,0,3,male,48.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True
773,0,3,male,,0,0,7.225,C,Third,man,True,,Cherbourg,no,True
775,0,3,male,18.0,0,0,7.75,S,Third,man,True,,Southampton,no,True
776,0,3,male,,0,0,7.75,Q,Third,man,True,F,Queenstown,no,True
778,0,3,male,,0,0,7.7375,Q,Third,man,True,,Queenstown,no,True
782,0,1,male,29.0,0,0,30.0,S,First,man,True,D,Southampton,no,True
783,0,3,male,,1,2,23.45,S,Third,man,True,,Southampton,no,False
784,0,3,male,25.0,0,0,7.05,S,Third,man,True,,Southampton,no,True
785,0,3,male,25.0,0,0,7.25,S,Third,man,True,,Southampton,no,True
789,0,1,male,46.0,0,0,79.2,C,First,man,True,B,Cherbourg,no,True
790,0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True
791,0,2,male,16.0,0,0,26.0,S,Second,man,True,,Southampton,no,True
793,0,1,male,,0,0,30.6958,C,First,man,True,,Cherbourg,no,True
794,0,3,male,25.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True
795,0,2,male,39.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
798,0,3,male,30.0,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True
800,0,2,male,34.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
804,1,3,male,27.0,0,0,6.975,S,Third,man,True,,Southampton,yes,True
805,0,3,male,31.0,0,0,7.775,S,Third,man,True,,Southampton,no,True
806,0,1,male,39.0,0,0,0.0,S,First,man,True,A,Southampton,no,True
808,0,2,male,39.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
810,0,3,male,26.0,0,0,7.8875,S,Third,man,True,,Southampton,no,True
811,0,3,male,39.0,0,0,24.15,S,Third,man,True,,Southampton,no,True
812,0,2,male,35.0,0,0,10.5,S,Second,man,True,,Southampton,no,True
814,0,3,male,30.5,0,0,8.05,S,Third,man,True,,Southampton,no,True
815,0,1,male,,0,0,0.0,S,First,man,True,B,Southampton,no,True
817,0,2,male,31.0,1,1,37.0042,C,Second,man,True,,Cherbourg,no,False
818,0,3,male,43.0,0,0,6.45,S,Third,man,True,,Southampton,no,True
821,1,3,male,27.0,0,0,8.6625,S,Third,man,True,,Southampton,yes,True
822,0,1,male,38.0,0,0,0.0,S,First,man,True,,Southampton,no,True
825,0,3,male,,0,0,6.95,Q,Third,man,True,,Queenstown,no,True
826,0,3,male,,0,0,56.4958,S,Third,man,True,,Southampton,no,True
828,1,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,yes,True
832,0,3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True
833,0,3,male,23.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True
834,0,3,male,18.0,0,0,8.3,S,Third,man,True,,Southampton,no,True
836,0,3,male,21.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True
837,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True
838,1,3,male,32.0,0,0,56.4958,S,Third,man,True,,Southampton,yes,True
839,1,1,male,,0,0,29.7,C,First,man,True,C,Cherbourg,yes,True
840,0,3,male,20.0,0,0,7.925,S,Third,man,True,,Southampton,no,True
841,0,2,male,16.0,0,0,10.5,S,Second,man,True,,Southampton,no,True
843,0,3,male,34.5,0,0,6.4375,C,Third,man,True,,Cherbourg,no,True
844,0,3,male,17.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True
845,0,3,male,42.0,0,0,7.55,S,Third,man,True,,Southampton,no,True
846,0,3,male,,8,2,69.55,S,Third,man,True,,Southampton,no,False
847,0,3,male,35.0,0,0,7.8958,C,Third,man,True,,Cherbourg,no,True
848,0,2,male,28.0,0,1,33.0,S,Second,man,True,,Southampton,no,False
851,0,3,male,74.0,0,0,7.775,S,Third,man,True,,Southampton,no,True
857,1,1,male,51.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True
859,0,3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True
860,0,3,male,41.0,2,0,14.1083,S,Third,man,True,,Southampton,no,False
861,0,2,male,21.0,1,0,11.5,S,Second,man,True,,Southampton,no,False
864,0,2,male,24.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
867,0,1,male,31.0,0,0,50.4958,S,First,man,True,A,Southampton,no,True
868,0,3,male,,0,0,9.5,S,Third,man,True,,Southampton,no,True
870,0,3,male,26.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True
872,0,1,male,33.0,0,0,5.0,S,First,man,True,B,Southampton,no,True
873,0,3,male,47.0,0,0,9.0,S,Third,man,True,,Southampton,no,True
876,0,3,male,20.0,0,0,9.8458,S,Third,man,True,,Southampton,no,True
877,0,3,male,19.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True
878,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True
881,0,3,male,33.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True
883,0,2,male,28.0,0,0,10.5,S,Second,man,True,,Southampton,no,True
884,0,3,male,25.0,0,0,7.05,S,Third,man,True,,Southampton,no,True
886,0,2,male,27.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
889,1,1,male,26.0,0,0,30.0,C,First,man,True,C,Cherbourg,yes,True
890,0,3,male,32.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True
